id;value
837;15152101
838;15152999
839;15153001
840;15155001
841;15159001
842;15159002
843;15159003
844;15159004
845;15159005
846;15159099
847;15161001
848;15162001
849;15171001
850;15179001
851;15179002
852;15179099
853;15180001
854;15180002
855;15180099
856;15200001
857;15211001
858;15211099
859;15219001
860;15219002
861;15219003
862;15219099
863;15220001
864;16010001
865;16010099
866;16021001
867;16021099
868;16022001
869;16022099
870;16023101
871;16023201
872;16023999
873;16024101
874;16024201
875;16024901
876;16024999
877;16025001
878;16025099
879;16029099
880;16030001
881;16030099
882;16041101
883;16041201
884;16041301
885;16041399
886;16041401
887;16041402
888;16041403
889;16041404
890;16041499
891;16041501
892;16041601
893;16041699
894;16041901
895;16041902
896;16041999
897;16042001
898;16042002
899;16042099
900;16043001
901;16043099
902;16051001
903;16051099
904;16052001
905;16053001
906;16054001
907;16059099
908;17011101
909;17011102
910;17011103
911;17011201
912;17011202
913;17011203
914;17019101
915;17019901
916;17019902
917;17019999
918;17021101
919;17021901
920;17021999
921;17022001
922;17023001
923;17024001
924;17024099
925;17025001
926;17026001
927;17026002
928;17026099
929;17029001
930;17029099
931;17031001
932;17031002
933;17039099
934;17041001
935;17049099
936;18010001
937;18020001
938;18031001
939;18032001
940;18040001
941;18050001
942;18061001
943;18061099
944;18062001
945;18063101
946;18063201
947;18069001
948;18069002
949;18069099
950;19011001
951;19011099
952;19012001
953;19012002
954;19012099
955;19019001
956;19019002
957;19019003
958;19019004
959;19019005
960;19019099
961;19021101
962;19021999
963;19022001
964;19023099
965;19024001
966;19030001
967;19041001
968;19042001
969;19043001
970;19049099
971;19051001
972;19052001
973;19053101
974;19053201
975;19054001
976;19059001
977;19059099
978;20011001
979;20019001
980;20019002
981;20019003
982;20019099
983;20021001
984;20029099
985;20031001
986;20032001
987;20039099
988;20041001
989;20049001
990;20049002
991;20049099
992;20051001
993;20052001
994;20054001
995;20055101
996;20055999
997;20056001
998;20057001
999;20058001
1000;20059101
1001;20059901
1002;20059902
1003;20059999
1004;20060001
1005;20060002
1006;20060003
1007;20060099
1008;20071001
1009;20079101
1010;20079901
1011;20079902
1012;20079903
1013;20079904
1014;20079999
1015;20081101
1016;20081199
1017;20081901
1018;20081999
1019;20082001
1020;20083001
1021;20083002
1022;20083003
1023;20083004
1024;20083005
1025;20083006
1026;20083007
1027;20083008
1028;20083099
1029;20084001
1030;20085001
1031;20086001
1032;20087001
1033;20088001
1034;20089101
1035;20089201
1036;20089901
1037;20089999
1038;20091101
1039;20091201
1040;20091299
1041;20091901
1042;20091999
1043;20092101
1044;20092999
1045;20093101
1046;20093102
1047;20093199
1048;20093901
1049;20093902
1050;20093999
1051;20094101
1052;20094199
1053;20094901
1054;20094999
1055;20095001
1056;20096101
1057;20096999
1058;20097101
1059;20097999
1060;20098001
1061;20099001
1062;20099099
1063;21011101
1064;21011102
1065;21011199
1066;21011201
1067;21012001
1068;21013001
1069;21021001
1070;21021002
1071;21021099
1072;21022001
1073;21022099
1074;21023001
1075;21031001
1076;21032001
1077;21032099
1078;21033001
1079;21033099
1080;21039099
1081;21041001
1082;21042001
1083;21050001
1084;21061001
1085;21061002
1086;21061003
1087;21061004
1088;21061099
1089;21069001
1090;21069002
1091;21069003
1092;21069004
1093;21069005
1094;21069006
1095;21069007
1096;21069008
1097;21069009
1098;21069010
1099;21069011
1100;21069099
1101;22011001
1102;22011099
1103;22019001
1104;22019002
1105;22019099
1106;22021001
1107;22029001
1108;22029002
1109;22029003
1110;22029004
1111;22029099
1112;22030001
1113;22041001
1114;22041099
1115;22042101
1116;22042102
1117;22042103
1118;22042199
1119;22042999
1120;22043099
1121;22051001
1122;22051099
1123;22059001
1124;22059099
1125;22060001
1126;22060099
1127;22071001
1128;22072001
1129;22082001
1130;22082002
1131;22082003
1132;22082099
1133;22083001
1134;22083002
1135;22083003
1136;22083004
1137;22083099
1138;22084001
1139;22084099
1140;22085001
1141;22086001
1142;22087001
1143;22087002
1144;22087099
1145;22089001
1146;22089002
1147;22089003
1148;22089004
1149;22089099
1150;22090001
1151;23011001
1152;23011099
1153;23012001
1154;23021001
1155;23023001
1156;23024001
1157;23024099
1158;23025001
1159;23031001
1160;23032001
1161;23033001
1162;23033099
1163;23040001
1164;23050001
1165;23061001
1166;23062001
1167;23063001
1168;23064101
1169;23064999
1170;23065001
1171;23066001
1172;23069001
1173;23069099
1174;23070001
1175;23080001
1176;23080099
1177;23091001
1178;23099001
1179;23099002
1180;23099003
1181;23099004
1182;23099005
1183;23099006
1184;23099007
1185;23099008
1186;23099009
1187;23099010
1188;23099011
1189;23099099
1190;24011001
1191;24011099
1192;24012001
1193;24012002
1194;24012099
1195;24013001
1196;24021001
1197;24022001
1198;24029099
1199;24031001
1200;24039101
1201;24039199
1202;24039901
1203;24039999
1204;25010001
1205;25010099
1206;25020001
1207;25030001
1208;25030099
1209;25041001
1210;25049099
1211;25051001
1212;25059099
1213;25061001
1214;25062001
1215;25062099
1216;25070001
1217;25081001
1218;25083001
1219;25084001
1220;25084099
1221;25085001
1222;25086001
1223;25087001
1224;25090001
1225;25101001
1226;25101099
1227;25102001
1228;25102099
1229;25111001
1230;25112001
1231;25120001
1232;25131001
1233;25131099
1234;25132001
1235;25140001
1236;25151101
1237;25151201
1238;25151299
1239;25152001
1240;25161101
1241;25161201
1242;25162001
1243;25169099
1244;25171001
1245;25172001
1246;25173001
1247;25174101
1248;25174999
1249;25181001
1250;25182001
1251;25183001
1252;25191001
1253;25199001
1254;25199002
1255;25199003
1256;25199099
1257;25201001
1258;25202001
1259;25210001
1260;25221001
1261;25222001
1262;25223001
1263;25231001
1264;25232101
1265;25232999
1266;25233001
1267;25239099
1268;25241001
1269;25241002
1270;25249001
1271;25249002
1272;25251001
1273;25252001
1274;25253001
1275;25261001
1276;25262001
1277;25281001
1278;25289099
1279;25291001
1280;25292101
1281;25292201
1282;25293001
1283;25301001
1284;25302001
1285;25309001
1286;25309002
1287;25309003
1288;25309004
1289;25309005
1290;25309006
1291;25309007
1292;25309008
1293;25309009
1294;25309099
1295;26011101
1296;26011201
1297;26012001
1298;26020001
1299;26020099
1300;26030001
1301;26040001
1302;26050001
1303;26060001
1304;26060099
1305;26070001
1306;26080001
1307;26090001
1308;26100001
1309;26100099
1310;26110001
1311;26121001
1312;26122001
1313;26131001
1314;26139099
1315;26140001
1316;26140099
1317;26151001
1318;26151099
1319;26159099
1320;26161001
1321;26169099
1322;26171001
1323;26179099
1324;26180001
1325;26190001
1326;26190099
1327;26201101
1328;26201999
1329;26202101
1330;26202999
1331;26203001
1332;26204001
1333;26204099
1334;26206001
1335;26209101
1336;26209199
1337;26209901
1338;26209902
1339;26209903
1340;26209999
1341;26211001
1342;26219099
1343;27011101
1344;27011201
1345;27011999
1346;27012001
1347;27021001
1348;27022001
1349;27030001
1350;27030099
1351;27040001
1352;27040002
1353;27050001
1354;27060001
1355;27071001
1356;27072001
1357;27073001
1358;27074001
1359;27075001
1360;27079101
1361;27079901
1362;27079902
1363;27079903
1364;27079999
1365;27081001
1366;27082001
1367;27090001
1368;27090099
1369;27101101
1370;27101102
1371;27101103
1372;27101104
1373;27101105
1374;27101106
1375;27101107
1376;27101199
1377;27101901
1378;27101902
1379;27101903
1380;27101904
1381;27101905
1382;27101906
1383;27101907
1384;27101908
1385;27101999
1386;27109101
1387;27109999
1388;27111101
1389;27111201
1390;27111301
1391;27111401
1392;27111901
1393;27111902
1394;27111903
1395;27111999
1396;27112101
1397;27112999
1398;27121001
1399;27122001
1400;27129001
1401;27129002
1402;27129003
1403;27129004
1404;27129099
1405;27131101
1406;27131201
1407;27132001
1408;27139099
1409;27141001
1410;27149001
1411;27149099
1412;27150001
1413;27150099
1414;27160001
1415;28011001
1416;28012001
1417;28013001
1418;28020001
1419;28030001
1420;28030002
1421;28030099
1422;28041001
1423;28042101
1424;28042901
1425;28042999
1426;28043001
1427;28044001
1428;28045001
1429;28046101
1430;28046999
1431;28047001
1432;28047002
1433;28047003
1434;28047099
1435;28048001
1436;28049001
1437;28051101
1438;28051201
1439;28051901
1440;28051999
1441;28053001
1442;28054001
1443;28061001
1444;28062001
1445;28070001
1446;28080001
1447;28091001
1448;28092001
1449;28092099
1450;28100001
1451;28100099
1452;28111101
1453;28111199
1454;28111901
1455;28111999
1456;28112101
1457;28112102
1458;28112201
1459;28112202
1460;28112901
1461;28112902
1462;28112999
1463;28121001
1464;28121002
1465;28121003
1466;28121099
1467;28129099
1468;28131001
1469;28139099
1470;28141001
1471;28142001
1472;28151101
1473;28151201
1474;28152001
1475;28152002
1476;28153001
1477;28161001
1478;28164001
1479;28164002
1480;28170001
1481;28170002
1482;28181001
1483;28181002
1484;28181099
1485;28182001
1486;28182099
1487;28183001
1488;28183002
1489;28191001
1490;28199099
1491;28201001
1492;28201099
1493;28209099
1494;28211001
1495;28211002
1496;28211003
1497;28212001
1498;28220001
1499;28230001
1500;28241001
1501;28249001
1502;28249099
1503;28251001
1504;28251099
1505;28252001
1506;28253001
1507;28254001
1508;28254099
1509;28255001
1510;28255002
1511;28255099
1512;28256001
1513;28257001
1514;28258001
1515;28259001
1516;28259099
1517;28261201
1518;28261901
1519;28261902
1520;28261999
1521;28263001
1522;28269001
1523;28269099
1524;28271001
1525;28272001
1526;28273101
1527;28273201
1528;28273501
1529;28273901
1530;28273902
1531;28273903
1532;28273904
1533;28273905
1534;28273906
1535;28273999
1536;28274101
1537;28274199
1538;28274999
1539;28275101
1540;28275999
1541;28276001
1542;28281001
1543;28289099
1544;28291101
1545;28291102
1546;28291901
1547;28291999
1548;28299001
1549;28299099
1550;28301001
1551;28309001
1552;28309002
1553;28309099
1554;28311001
1555;28319001
1556;28319099
1557;28321001
1558;28321099
1559;28322001
1560;28322099
1561;28323001
1562;28331101
1563;28331999
1564;28332101
1565;28332201
1566;28332401
1567;28332501
1568;28332502
1569;28332701
1570;28332901
1571;28332902
1572;28332904
1573;28332905
1574;28332999
1575;28333001
1576;28334001
1577;28334002
1578;28334099
1579;28341001
1580;28341099
1581;28342101
1582;28342901
1583;28342999
1584;28351001
1585;28352201
1586;28352401
1587;28352501
1588;28352599
1589;28352699
1590;28352901
1591;28352902
1592;28352903
1593;28352999
1594;28353101
1595;28353901
1596;28353902
1597;28353999
1598;28362001
1599;28363001
1600;28364001
1601;28364002
1602;28365001
1603;28366001
1604;28369101
1605;28369201
1606;28369901
1607;28369902
1608;28369903
1609;28369904
1610;28369999
1611;28371101
1612;28371199
1613;28371901
1614;28371999
1615;28372001
1616;28372099
1617;28391101
1618;28391999
1619;28399001
1620;28399002
1621;28399003
1622;28399099
1623;28401101
1624;28401999
1625;28402099
1626;28403001
1627;28413001
1628;28415001
1629;28415002
1630;28415099
1631;28416101
1632;28416999
1633;28417001
1634;28418001
1635;28419001
1636;28419099
1637;28421001
1638;28421099
1639;28429001
1640;28429099
1641;28431001
1642;28432101
1643;28432999
1644;28433001
1645;28439001
1646;28439099
1647;28441001
1648;28442001
1649;28443001
1650;28444001
1651;28444002
1652;28444099
1653;28445001
1654;28451001
1655;28459099
1656;28461001
1657;28469001
1658;28469002
1659;28469099
1660;28470001
1661;28480001
1662;28480002
1663;28480003
1664;28480099
1665;28491001
1666;28492001
1667;28492099
1668;28499099
1669;28500001
1670;28500002
1671;28500099
1672;28520001
1673;28520002
1674;28520003
1675;28520099
1676;28530001
1677;29011001
1678;29011002
1679;29011003
1680;29011004
1681;29011099
1682;29012101
1683;29012201
1684;29012301
1685;29012401
1686;29012999
1687;29021101
1688;29021901
1689;29021902
1690;29021903
1691;29021999
1692;29022001
1693;29023001
1694;29024101
1695;29024201
1696;29024301
1697;29024401
1698;29025001
1699;29026001
1700;29027001
1701;29029001
1702;29029002
1703;29029003
1704;29029004
1705;29029005
1706;29029006
1707;29029007
1708;29029099
1709;29031101
1710;29031201
1711;29031301
1712;29031399
1713;29031401
1714;29031501
1715;29031901
1716;29031902
1717;29031903
1718;29031904
1719;29031999
1720;29032101
1721;29032201
1722;29032301
1723;29032901
1724;29032999
1725;29033101
1726;29033901
1727;29033902
1728;29033999
1729;29034101
1730;29034201
1731;29034301
1732;29034401
1733;29034501
1734;29034601
1735;29034701
1736;29034901
1737;29034902
1738;29034903
1739;29034904
1740;29034905
1741;29034999
1742;29035101
1743;29035102
1744;29035199
1745;29035201
1746;29035203
1747;29035901
1748;29035902
1749;29035999
1750;29036101
1751;29036201
1752;29036202
1753;29036901
1754;29036902
1755;29036903
1756;29036904
1757;29036905
1758;29036906
1759;29036999
1760;29041001
1761;29041002
1762;29041003
1763;29041004
1764;29041005
1765;29041099
1766;29042001
1767;29042002
1768;29042003
1769;29042004
1770;29042005
1771;29042006
1772;29042007
1773;29042099
1774;29049001
1775;29049002
1776;29049003
1777;29049004
1778;29049005
1779;29049006
1780;29049007
1781;29049099
1782;29051101
1783;29051201
1784;29051299
1785;29051301
1786;29051401
1787;29051402
1788;29051403
1789;29051499
1790;29051601
1791;29051602
1792;29051699
1793;29051701
1794;29051901
1795;29051902
1796;29051903
1797;29051904
1798;29051905
1799;29051906
1800;29051907
1801;29051908
1802;29051999
1803;29052201
1804;29052202
1805;29052203
1806;29052204
1807;29052205
1808;29052299
1809;29052901
1810;29052902
1811;29052903
1812;29052999
1813;29053101
1814;29053201
1815;29053901
1816;29053902
1817;29053903
1818;29053904
1819;29053999
1820;29054101
1821;29054201
1822;29054301
1823;29054401
1824;29054501
1825;29054599
1826;29054901
1827;29054902
1828;29054999
1829;29055101
1830;29055901
1831;29055902
1832;29055903
1833;29055904
1834;29055905
1835;29055999
1836;29061101
1837;29061201
1838;29061299
1839;29061301
1840;29061302
1841;29061399
1842;29061901
1843;29061902
1844;29061903
1845;29061999
1846;29062101
1847;29062901
1848;29062902
1849;29062903
1850;29062904
1851;29062905
1852;29062906
1853;29062999
1854;29071101
1855;29071199
1856;29071201
1857;29071299
1858;29071301
1859;29071302
1860;29071399
1861;29071501
1862;29071502
1863;29071599
1864;29071901
1865;29071902
1866;29071903
1867;29071904
1868;29071905
1869;29071906
1870;29071907
1871;29071908
1872;29071909
1873;29071999
1874;29072101
1875;29072201
1876;29072202
1877;29072301
1878;29072302
1879;29072901
1880;29072902
1881;29072903
1882;29072904
1883;29072905
1884;29072999
1885;29081101
1886;29081901
1887;29081902
1888;29081903
1889;29081904
1890;29081905
1891;29081906
1892;29081907
1893;29081999
1894;29089101
1895;29089901
1896;29089902
1897;29089903
1898;29089904
1899;29089905
1900;29089906
1901;29089907
1902;29089908
1903;29089909
1904;29089910
1905;29089911
1906;29089912
1907;29089999
1908;29091101
1909;29091901
1910;29091902
1911;29091903
1912;29091999
1913;29092001
1914;29093001
1915;29093002
1916;29093003
1917;29093004
1918;29093005
1919;29093006
1920;29093007
1921;29093008
1922;29093009
1923;29093099
1924;29094101
1925;29094301
1926;29094401
1927;29094402
1928;29094403
1929;29094499
1930;29094901
1931;29094902
1932;29094903
1933;29094904
1934;29094905
1935;29094906
1936;29094907
1937;29094908
1938;29094909
1939;29094999
1940;29095001
1941;29095002
1942;29095003
1943;29095004
1944;29095005
1945;29095099
1946;29096001
1947;29096002
1948;29096003
1949;29096004
1950;29096005
1951;29096099
1952;29101001
1953;29102001
1954;29103001
1955;29104001
1956;29109002
1957;29109099
1958;29110001
1959;29110002
1960;29110003
1961;29110099
1962;29121101
1963;29121201
1964;29121901
1965;29121902
1966;29121903
1967;29121904
1968;29121905
1969;29121906
1970;29121907
1971;29121908
1972;29121909
1973;29121910
1974;29121911
1975;29121912
1976;29121999
1977;29122101
1978;29122901
1979;29122902
1980;29122903
1981;29122999
1982;29123001
1983;29124101
1984;29124201
1985;29124901
1986;29124902
1987;29124903
1988;29124904
1989;29124905
1990;29124999
1991;29125001
1992;29126001
1993;29130001
1994;29130002
1995;29130099
1996;29141101
1997;29141201
1998;29141301
1999;29141901
2000;29141902
2001;29141903
2002;29141904
2003;29141905
2004;29141906
2005;29141999
2006;29142101
2007;29142201
2008;29142301
2009;29142302
2010;29142901
2011;29142902
2012;29142903
2013;29142999
2014;29143101
2015;29143901
2016;29143902
2017;29143903
2018;29143904
2019;29143905
2020;29143906
2021;29143907
2022;29143999
2023;29144001
2024;29144099
2025;29145001
2026;29145002
2027;29145003
2028;29145099
2029;29146101
2030;29146901
2031;29146902
2032;29146999
2033;29147001
2034;29147002
2035;29147003
2036;29147099
2037;29151101
2038;29151201
2039;29151202
2040;29151299
2041;29151301
2042;29152101
2043;29152401
2044;29152901
2045;29152902
2046;29152999
2047;29153101
2048;29153201
2049;29153301
2050;29153601
2051;29153901
2052;29153902
2053;29153903
2054;29153904
2055;29153905
2056;29153906
2057;29153907
2058;29153908
2059;29153909
2060;29153910
2061;29153911
2062;29153912
2063;29153913
2064;29153914
2065;29153915
2066;29153916
2067;29153917
2068;29153918
2069;29153999
2070;29154001
2071;29154002
2072;29154003
2073;29154004
2074;29154099
2075;29155001
2076;29155002
2077;29155003
2078;29155004
2079;29155005
2080;29155099
2081;29156001
2082;29156002
2083;29156003
2084;29156099
2085;29157001
2086;29157002
2087;29157003
2088;29157004
2089;29157005
2090;29157006
2091;29157007
2092;29157008
2093;29157009
2094;29157099
2095;29159001
2096;29159002
2097;29159003
2098;29159004
2099;29159005
2100;29159006
2101;29159007
2102;29159008
2103;29159009
2104;29159010
2105;29159011
2106;29159012
2107;29159013
2108;29159014
2109;29159015
2110;29159016
2111;29159017
2112;29159018
2113;29159019
2114;29159020
2115;29159021
2116;29159022
2117;29159023
2118;29159024
2119;29159025
2120;29159026
2121;29159027
2122;29159028
2123;29159029
2124;29159030
2125;29159031
2126;29159032
2127;29159033
2128;29159099
2129;29161101
2130;29161201
2131;29161202
2132;29161203
2133;29161299
2134;29161301
2135;29161401
2136;29161402
2137;29161403
2138;29161404
2139;29161499
2140;29161501
