id;name;description
1;KILO  ;KILO
2;GRAMO  ;GRAMO
3;METRO LINEAL  ;METRO LINEAL
4;METRO CUADRADO  ;METRO CUADRADO
5;METRO CUBICO  ;METRO CUBICO
6;PIEZA  ;PIEZA
7;CABEZA  ;CABEZA
8;LITRO  ;LITRO
9;PAR  ;PAR
10;KILOWATT  ;KILOWATT
11;MILLAR  ;MILLAR
12;JUEGO  ;JUEGO
13;KILOWATT/HORA  ;KILOWATT/HORA
14;TONELADA;TONELADA
15;BARRIL  ;BARRIL
16;GRAMO NETO  ;GRAMO NETO
17;DECENAS  ;DECENAS
18;CIENTOS;CIENTOS
19;DOCENAS  ;DOCENAS
20;CAJA  ;CAJA
21;BOTELLA;BOTELLA
